Comment Body,Display Name,Latitude,Location,Longitude,Status,User Comments,User ID,userID (userscores.csv),Approve Date,Article Relevance,AV Gcommentspermonth,AVG Brevity,AVG Personal XP,AVG Picks,AVG Readability,AVG Recommendation Score,Brevity,Comment Sequence,Conversational Relevance,Editors Selection,Number of Records,Personal XP,Readability,Recommendation Count,Recommendation Score,Times People
"I agree with your beliefs of getting it better - but wonder is your attitude like many of ours - part of the problem - saying \""cannot allow\"" but sadly this entire article and the Director\'s presentation points out that all humans are impacted by their day to day experiences - that color (no pun) our outlook.  It is easy to say \""just have to\"" but \""just have to\"" is not working so we need to start looking at the pieces as the director has done and work towards change without saying \""well, just do it\"".  Our jails are filled with drug users &amp; addicts because we say say \""just stop\"" and we say \""just say no\""... but sadly the human being is not that easily programmed.  I applaud your heart - but racism today is an ugly thing but something we all play a part in.",Jimi,39.101454,Cincinnati,-84.51246,approved,api.nytimes.com/svc/community/v2/comments/user/id/58440454.xml,58440454,58440454,"1,423,845,686",0.092900519,3.8,125.6090226,0.039204498,0.082706767,26.5556391,15.22556391,143,"14,125,676",0.162110442,0,1,0.062937063,31.3,1,0,1
"I so totally agree with you. I am asking myself this. Why I am scared anywhere close to police. I am white and old and I know I have nothing to fear. But I have developed what I recognize as a bias against the police. I know it is a prejudice, but it is a reality for me.<br/>I am afraid everybody of us is a target by a judicial system and police force that has become overwhelming. Just look at the huge number of wrongful convictions. It can hit any law abiding citizen without warning.",jzu,39.101454,"Cincinnati, OH",-84.51246,approved,api.nytimes.com/svc/community/v2/comments/user/id/47338924.xml,47338924,47338924,"1,423,797,059",0.152160434,2.56,94.2734375,0.04196063,0.015625,23.58359375,8.421875,96,"14,123,138",0.339944567,0,1,0.134020619,19,1,0,1
I think that 99% of all \'suspects\' are black because the biased police thinkbthat way.,Mike K,39.120942,Chicagoland,-94.839479,approved,api.nytimes.com/svc/community/v2/comments/user/id/68149097.xml,68149097,68149097,"1,423,772,618",0.167448316,1,64.4,0.037765128,0,18.66,2.2,15,"14,119,315",0.372214343,0,1,0.0625,11.6,9,2.197224577,1
"Only someone in deep denial about a police problem, or too blinded by ideology to accept any criticism, would call Comey\'s speech \""baseless generalization\"".  You must have stopped listening after his first sentence.",TimothyI,39.173162,"Germantown, MD",-77.27165,approved,api.nytimes.com/svc/community/v2/comments/user/id/50618680.xml,50618680,50618680,"1,423,840,224",0.10331126,11.83076923,73.30949285,0.016610204,0.016905072,20.72145644,9.693107932,34,"14,125,546",0.169560986,0,1,0,14.1,0,0,1
"The FBI Director\'s comments are honest, frank and helpful.  But the comment suggesting that crime is a problem to be fixed by the black community misses the point entirely and is unhelpful.<br/>This is one country and one society.  Americans do not police other Americans.  You\'re not responsible for the criminal acts of your neighbors and neither am I.",AinBmore,39.290861,Baltimore,-76.610807,approved,api.nytimes.com/svc/community/v2/comments/user/id/5456731.xml,5456731,5456731,"1,423,768,305",0.142826463,1.725,68.78985507,0.034193947,0.057971014,19.21304348,19.23913043,61,"14,118,778",0.339663014,0,1,0.032258065,21.5,14,2.63905733,1
Chalk up another one for the Obama administration. An excellent speech totally along Obama\'s own lines of trying to be even-handed and fair to all.,Fred White,39.290861,Baltimore,-76.610807,approved,api.nytimes.com/svc/community/v2/comments/user/id/37480815.xml,37480815,37480815,"1,423,847,935",0.033748218,13.51764706,113.7049608,0.016905933,0.031331593,25.07389034,16.0156658,27,"14,129,131",0.045993323,0,1,0,12.9,1,0,1
"I will state that I do not know what a police officer goes through during a daily tour of duty.  I do know that the core districts of many of our major cities are hostile and dangerous places to live and work.  I would not want to have to go through a daily ration of abuse to work in such a place.  I would think that after a steady ration of abuse, I would have to say my perceptions would become jaded.  If a community is dissatisfied with the quality and representation of their police force, then step up to the plate; vote and get involved.  Don\'t expect others to try and interpret your wants and needs.  It is up to the citizens in the community to decide that.    ",Just Here for awhile,39.290861,"Baltimore, MD",-76.610807,approved,api.nytimes.com/svc/community/v2/comments/user/id/842711.xml,842711,842711,"1,423,808,972",0.110993262,1.524590164,87.62365591,0.050251945,0.021505376,22.26666667,8.623655914,130,"14,124,418",0.262660483,0,1,0.061538462,24.3,12,2.48490665,1
The FBI has much to repent for in terms of racial injustice. The Agency with Hoover at the helm relentlessly harassed Martin Luther King and his family with the goal of destroying his reputation and breaking up his family. There are many historians who believe that Hoover was hoping that Dr.King would crumble under the emotional pressure and commit suicide. It is also documented that Hoover assigned FBI agents to stalk Black students that were attending white colleges and that this policy continued well into the 70\'s.The FBI had agents infiltrate groups dedicated to nonviolent protest against immoral and unconstitutional laws and these agents were in general instructed to find a way to turn the peaceful organization into a violent one and to introduce and escalate the  violence whenever possible. In many cases this meant providing the organization with weapons even when no weapons were requested. If Mr. Comey wants to change the culture in his agency he can start with acknowledging all the damage his agency has done to the cause of racial equality(No government building should be named for J.Edgar Hoover for example). There is also a significant dearth of African American FBI agents and that  can and must be remedied immediately.,Marian,39.516223,Maryland,-76.938207,approved,api.nytimes.com/svc/community/v2/comments/user/id/68447729.xml,68447729,68447729,"1,423,847,935",0.080927469,7.571428571,97.85849057,0.024383367,0.056603774,23.84150943,18.1509434,209,"14,129,243",0.183541101,0,1,0,36.6,3,1.098612289,1
"Actually, my father taught me how to shoot, so your assumption is false.<br/><br/>If what you say is true, why do I hear of killings of people instead of arrests?  It makes police stand in for judge, jury, and executioner.  That gives them too much power, and mocks our justice system.  I don\'t trust police anymore the way I as a middle class white woman used to.  (Granted that folks in different circumstances haven\'t trusted police for a long time.) The rationale of police in this new day of sophisticated weapons is like the adage, that if all you have is a hammer, then everything looks like a nail.  We are all nails, I guess.",Annette Blum,39.535506,"Bel Air, Maryland",-76.34904,approved,api.nytimes.com/svc/community/v2/comments/user/id/64738190.xml,64738190,64738190,"1,423,860,919",0.145209628,8.96875,149.2439024,0.033762618,0.052264808,27.8912892,8.655052265,117,"14,131,569",0.329300176,0,1,0.075630252,26.9,0,0,1
"Indeed.  I do not accept this idea that police are so afraid that they must empty a clip into someone at the earliest possible moment.  The black kid that was running around in a public park with his sister was shot moments after the policeman stopped him.  He was no harm to the policeman--so why did he so thoughtlessly shoot?  People who may display signs of being mentally ill get killed for no reason, as well.  A girl walked into a police station with a knife recently and a cop killed her at close range.  Couldn\'t they have tried to tackle her and disarm her? There were enough police present at the time.  Turns out she had mental illness.  Yesterday, in WA state, a mexican fruit picker was throwing stones. A policeman began to shoot and the guy ran off.  Then the policeman ran and caught up with the guy and emptied a clip into him.  The excuse the cop gave later was that the guy had a big rock, as big as a softball.  In a video, the man is raising his hands before he is killed.  Why didn\'t the cop shoot at his legs and wound him?  The man seemed agitated, but that is no reason to kill him.  It seems cops these days are trigger-happy, and if they don\'t like that impression, they need to think twice about what they are doing.  All of these people who apparently threaten police deserve their day in court, not a coffin.  It is a race problem but also a problem of cops who look at someone who is different--black, mexican, mentally ill--and just exterminate them out of fear.",Annette Blum,39.535506,"Bel Air, Maryland",-76.34904,approved,api.nytimes.com/svc/community/v2/comments/user/id/64738190.xml,64738190,64738190,"1,423,845,686",0.128166998,8.96875,149.2439024,0.033762618,0.052264808,27.8912892,8.655052265,285,"14,125,731",0.299266913,0,1,0.007017544,37.9,0,0,1
"OK, I get what you are saying.<br/>But not all people who are getting shot are \""bad guys.\""<br/>They are human beings, not torsos with legs.<br/><br/>But when police cut down unarmed young people who don\'t know any better, or people with weapons who may be off their rockers, they are still thinking \""kill\"" and not \""arrest.\""  My state has done away with the death penalty for good reasons.  Is the substitute police?",Annette Blum,39.535506,"Bel Air, Maryland",-76.34904,approved,api.nytimes.com/svc/community/v2/comments/user/id/64738190.xml,64738190,64738190,"1,423,860,930",0.127461873,8.96875,149.2439024,0.033762618,0.052264808,27.8912892,8.655052265,74,"14,131,601",0.256077583,0,1,0.025641026,18.2,1,0,1
